# Simple Perfect	Compound Perfect	Contingent	Compound Imperfect	Jussive	Imperative	Gerund	Infinitive	Participle	Translation	Verb Type
ጠለ፟ቀ	ጠልቋል	ይጠልቅ	ይጠልቃል	ይጥለቅ	ጥለቅ	ጠልቆ	መጥለቅ	ጠላቂ	dive	i
ጠለ፟የ 2nd ጠለ፟ይህ	ጠል፟ይዋል	ይጠል፟ይ	ይጠል፟ያል	ይጠል፟ይ	ጠል፟ይ	ጠል፟ዮ	መጠለ፟ይ	ጠላ፟ዪ	pray	i
ጣመ	ጥሟል	ይጥም	ይጥማል	ይጣም		ጥሞ	መጣም		taste pleasant	i
ጦመ	ጡሟል	ይጦም	ይጦማል	ይጡም	ጡም	ጡሞ	መጦም	ጧሚ	fast	i
ጠመ፟መ	ጠሟ፟ል	ይጠም፟	ይጠማ፟ል	ይጥመም	ጥመም	ጠሞ፟	መጥመም	ጠማሚ	be bent	i
ጠመ፟ቀ	ጠምቋል	ይጠምቅ	ይጠምቃል	ይጥመቅ	ጥመቅ	ጠምቆ	መጥመቅ	ጠማቂ	wring	t
ጠማ፟ው	ጠምቶታል	ይጠማው	ይጠማዋል	ይጥማው		ጠምቶት	መጠማት		be thirsty	i
ጠመዘ፟ዘ	ጠምዝዟል	ይጠመዝ፟ዝ	ይጠመዝ፟ዛል	ይጠምዝዝ	ጠምዝዝ	ጠምዝዞ	መጠምዘዝ	ጠምዛዥ	twist	t
ጠመ፟ደ	ጠምዷል	ይጠምድ	ይጠምዳል	ይጥመድ	ጥመድ	ጠምዶ	መጥመድ	ጠማጅ	yoke	t
ጠመጠ፟መ	ጠምጥሟል	ይጠመጥ፟ም	ይጠመጥ፟ማል	ይጠምጥም	ጠምጥም	ጠምጥሞ	መጠምጠም	ጠምጣሚ	wind	t
ጠራ፟	ጠርቷል	ይጠራ	ይጠራል	ይጥራ	ጥራ	ጠርቶ	መጥራት	(a) ጠሪ	(a) call, (b) be pure	i
ጠረ፟በ	ጠርቧል	ይጠርብ	ይጠርባል	ይጥረብ	ጥረብ	ጠርቦ	መጥረብ	ጠራቢ	hew	t
ጠረ፟ገ	ጠርጓል	ይጠርግ	ይጠርጋል	ይጥረግ	ጥረግ	ጠርጎ	መጥረግ	ጠራጊ	clean	t
ጠረጠ፟ረ	ጠርጥሯል	ይጠረጥ፟ር	ይጠረጥ፟ራል	ይጠርጥር	ጠርጥር	ጠርጥሮ	መጠርጠር	ጠርጣሪ	doubt	t
ጤሰ	ጢሷል ጤሷል	ይጤስ	ይጤሳል	ይጢስ	ጢስ	ጢሶ ጤሶ	መጤስ	ጢያሽ	smoke, be enraged	i
ጠቀለ፟ለ	ጠቅልሏል  ጠቅሏል	ይጠቀል፟ል	ይጠቀል፟ላል	ይጠቅልል	ጠቅልል	ጠቅልሎ	መጠቅለል	ጠቅላይ	roll up	t
ጠቀ፟መ	ጠቅሟል	ይጠቅም	ይጠቅማል	ይጥቀም	ጥቀም	ጠቅሞ	መጥቀም	ጠቃሚ	be useful, sew	i,t
ጠቈ፟መ	ጠቁሟል	ይጠቁም	ይጠቁማል	ይጠቁም	ጠቁም	ጠቁሞ	መጠቆም	ጠቋሚ	betray	t
ጠቀ፟ሰ	ጠቅሷል	ይጠቅስ	ይጠቅሳል	ይጥቀስ	ጥቀስ	ጠቅሶ	መጥቀስ	ጠቃሽ	beckon	i
ጠባ፟	ጠብቷል	ይጠባ	ይጠባል	ይጥባ	ጥባ	ጠብቶ	መጥባት	ጠቢ	suck, dawn	t,i
ጠበ፟ሰ	ጠብሷል	ይጠብስ	ይጠብሳል	ይጥበስ	ጥበስ	ጠብሶ	መጥበስ	ጠባሽ	grill	t
ጠበ፟ቀ	ጠብቋል	ይጠብቅ	ይጠብቃል	ይጥበቅ		ጠብቆ	መጥበቅ	ጠባቂ	be tied tight	i
ጠበ፟ቀ	ጠብ፟ቋል	ይጠብ፟ቅ	ይጠብ፟ቃል	ይጠብ፟ቅ	ጠብ፟ቅ	ጠብ፟ቆ	መጠበ፟ቅ	ጠባ፟ቂ	guard	t
ጠበ፟በ	ጠቧ፟ል	ይጠብ፟	ይጠባ፟ል	ይጥበብ		ጠቦ፟	መጥበብ	ጠባቢ	be narrow	i
ጠነቈ፟ለ	ጠንቁሏል	ይጠነቁል	ይጠነቁላል	ይጠንቁል	ጠንቁል	ጠንቁሎ	መጠንቆል	ጠንቋይ	prick	t
ጠየ፟ቀ	ጠይ፟ቋል	ይጠይ፟ቅ	ይጠይቃ፟ል	ይጠይ፟ቅ	ጠይ፟ቅ	ጠይ፟ቆ	መጠየ፟ቅ	ጠያ፟ቂ	ask	t
ጣደ	ጥዷል	ይጥድ	ይጥዳል	ይጣድ	ጣድ	ጥዶ	መጣድ	ጣጅ	bake	t
ጠገ፟በ	ጠግቧል	ይጠግብ	ይጠግባል	ይጥገብ	ጥገብ	ጠግቦ	መጥገብ	ጠጋቢ	have enough (food, etc.)	i
ጠጣ፟	ጠጥ፟ቷል	ይጠጣ፟	ይጠጣ፟ል	ይጠጣ፟	ጠጣ፟	ጠጥ፟ቶ	መጠጣ፟ት	ጠጭ፟	drink	t
ጠፋ፟	ጠፍቷል	ይጠፋ	ይጠፋል	ይጥፋ		ጠፍቶ	መጥፋት	ጠፊ	be extinguished	p
ጣፈ	ጥፏል	ይጥፍ	ይጥፋል	ይጣፍ	ጣፍ	ጥፎ	መጣፍ	ጣፊ	write	t
ጣፈ፟ጠ	ጣፍጧል	ይጣፍ፟ጥ	ይጣፍ፟ጣል	ይጣፍጥ	ጣፍጥ	ጣፍጦ	መጣፈጥ	ጣፋጭ	be sweet	i
ጨለ፟መ	ጨል፟ሟል	ይጨል፟ም	ይጨል፟ማል	ይጨል፟ም		ጨል፟ሞ	መጨለ፟ም		be dark	i
ጨመ፟ረ	ጨም፟ሯል	ይጨም፟ር	ይጨም፟ራል	ይጨም፟ር	ጨም፟ር	ጨም፟ሮ	መጨመ፟ር	ጨማ፟ሪ	increase	t
ጨረ፟ሰ	ጨር፟ሷል	ይጨር፟ስ	ይጨር፟ሳል	ይጨር፟ስ	ጨር፟ስ	ጨር፟ሶ	መጨረ፟ስ	ጨራ፟ሽ	finish	t
ጨቈ፟ነ	ጨቍ፟ኗል	ይጨቍ፟ን	ይጨቍ፟ናል	ይጨቍ፟ን	ጨቍ፟ን	ጨቍ፟ኖ	መጨቈ፟ን	ጨቋ፟ኝ	press	t
ጫነ	ጭኗል	ይጭን	ይጭናል	ይጫን	ጫን	ጭኖ	መጫን	ጫኝ (-ኚ)	saddle	t
ጮኸ	ጩዃል	ይጮኽ	ይጮኻል	ይጩኽ	ጩኽ	ጩኾ	መጮኽ	ጯኺ	shout	i
ጻፈ	ጽፏል	ይጽፍ	ይጽፋል	ይጻፍ	ጻፍ	ጽፎ	መጻፍ	ጻፊ	write	t
ፈላ፟	ፈልቷል	ይፈላ	ይፈላል	ይፍላ	ፍላ	ፈልቶ	መፍላት	ፈይ	boil	i
ፈላለ፟ገ	ፈላልጓል	ይፈላል፟ግ	ይፈላል፟ጋል	ይፈላልግ	ፈላልግ	ፈላልጎ	መፈላለግ	ፈላላጊ	make a slight search for	t
ፈለ፟ገ	ፈል፟ጓል	ይፈል፟ግ	ይፈል፟ጋል	ይፈል፟ግ	ፈል፟ግ	ፈል፟ጎ	መፈለ፟ግ	ፈላ፟ጊ	seek	t
ፈራ፟	ፈርቷል	ይፈራ	ይፈራል	ይፍራ	ፍራ	ፈርቶ	መፍራት	ፈሪ	fear	t
ፈረ፟ሰ	ፈርሷል	ይፈርስ	ይፈርሳል	ይፍረስ		ፈርሶ	መፍረስ	ፈራሽ	be ruined	i
ፈረ፟ደ	ፈርዷል	ይፈርድ	ይፈርዳል	ይፍረድ	ፍረድ	ፈርዶ	መፍረድ	ፈራጅ	judge	i
ፈሰ፟ሰ	ፈሷ፟ል	ይፈስ፟	ይፈሳ፟ል	ይፍሰስ		ፈሶ፟	መፍሰስ	ፈሳሽ	leak	i
ፋቀ	ፍቋል	ይፍቅ	ይፍቃል	ይፋቅ	ፋቅ	ፍቆ	መፋቅ	ፋቂ	scrape	t
ፈቀ፟ደ	ፈቅዷል	ይፈቅድ	ይፈቅዳል	ይፍቀድ	ፍቀድ	ፈቅዶ	መፍቀድ	ፈቃጅ	allow	t
ፈታ፟	ፈትቷል	ይፈታ	ይፈታል	ይፍታ	ፍታ	ፈትቶ	መፍታት	ፈች	untie	t
ፈተ፟ነ	ፈት፟ኗል	ይፈት፟ን	ይፈት፟ናል	ይፈት፟ን	ፈት፟ን	ፈት፟ኖ	መፈተ፟ን	ፈታ፟ኝ	test	t
ፈነቀ፟ለ	ፈንቅሏል	ይፈነቅ፟ል	ይፈነቅ፟ላል	ይፈንቅል	ፈንቅል	ፈንቅሎ	መፈንቀል	ፈንቃይ	move	t
ፈነዳ፟	ፈንድቷል	ይፈነዳ፟	ይፈነዳ፟ል	ይፈንዳ		ፈንድቶ	መፈንዳት	ፈንጅ	burst	i
ፈከ፟ረ	ፈክ፟ሯል	ይፈክ፟ር	ይፈክ፟ራል	ይፈክ፟ር	ፈክ፟ር	ፈክ፟ሮ	መፈከ፟ር	ፈካ፟ሪ	boast	i
ፈወሰ	ፈውሷል	ይፈውስ	ይፈውሳል	ይፈውስ	ፈውስ	ፈውሶ	መፈወስ	ፈዋሽ	cure	t
ፈጅ፟ 2nd ጀህ	ፈጅቷል	ይፈጅ	ይፈጃል	ይፍጅ	ፍጅ	ፈጅቶ	መፍጀት	ፈጅ	destroy	t
ፈጃጀ፟ 2nd ጀ፟ህ	ፈጃጅቷል	ይፈጃጅ፟	ይፈጃጃ፟ል	ይፈጃጅ	ፈጃጅ	ፈጃጅቶ	መፈጃጀት	ፈጃጅ	destroy utterly	t
ፈገፈ፟ገ	ፈግፍጓል	ይፈገፍ፟ግ	ይፈገፍ፟ጋል	ይፈግፍግ	ፈግፍግ	ፈግፍጎ	መፈግፈግ	ፈግፋጊ	rub	t
ፈጠ፟ነ	ፈጥኗል	ይፈጥን	ይፈጥናል	ይፍጠን	ፍጠን	ፈጥኖ	መፍጠን	ፈጣኝ	hasten	i
ፈጨ፟ 2nd ጨ፟ህ	ፈጭቷል	ይፈጭ	ይፈጫል	ይፍጭ	ፍጭ	ፈጭቶ	መፍጨት	ፈጭ	grind	t
ለፈለ፟ፈ	ለፍልፏል	ይለፈል፟ፍ	ይለፈል፟ፋል	ይለፍልፍ	ለፍልፍ	ለፍልፎ	መለፍለፍ	ለፍላፊ	chatter	i
ሟሟ፟	ሟምቷል	ይሟሟ፟	ይሟሟ፟ል	ይሟሟ		ሟምቶ	መሟሟት	ሟሚ	dissolve	i
መከ፟ተ	መክ፟ቷል	ይመክ፟ት	ይመክ፟ታል	ይመክ፟ት	መክ፟ት	መክ፟ቶ	መመከ፟ት	መካ፟ች	defend	i
ሟጨ፟ 2nd ሟጨ፟ህ	ሟጭቷል	ይሟጭ፟	ይሟጫ፟ል	ይሟጭ	ሟጭ	ሟጭቶ	መሟጨት		scour	t
ረበረ፟በ	ረብርቧል	ይረበር፟ብ	ይረበርባ፟ል	ይረብርብ	ረብርብ	ረብርቦ	መረብረብ	ረብራቢ	sprinkle	t
[እ]ረጨ፟ 2nd ጨ፟ህ	[እ]ረጭቷል	ይረጭ	ይረጫል	ይርጭ	[እ]ርጭ	[እ]ረጭቶ	መርጨት	[እ]ረጭ(-ጪ)	sprinkle	t
ሰለ፟በ	ሰልቧል	ይሰልብ	ይሰልባል	ይስለብ	ስለብ	ሰልቦ	መስለብ	ሰላቢ	castrate	t
ሰቀሰ፟ቀ	ሰቅስቋል	ይሰቅስ፟ቅ	ይሰቀስ፟ቃል	ይሰቅስቅ	ሰቅስቅ	ሰቅስቆ	መሰቅሰቅ	ሰቅሳቂ	pick	t
ሾለ፟ከ	ሾልኳል	ይሾልክ	ይሾልካል	ይሹለክ	ሹለክ	ሾልኮ	መሹለክ	ሾላኪ	pass through	i
ሻረ	ሽሯል	ይሽር	ይሽራል	ይሻር	ሻር	ሽሮ	መሻር	ሻሪ	heal, abolish	i,t
ቀለጠ፟ፈ	ቀልጥፏል	ይቀለጥ፟ፍ	ይቀለጥ፟ፋል	ይቀልጥፍ	ቀልጥፍ	ቀልጥፎ	መቀልጠፍ	ቀልጣፊ	hasten	i
ቈረቈረ	ቈርቍሯል	ይቈረቍር	ይቈረቍራል			ቈርቍሮ	መቈርቈር	ቈርቋሪ	trouble	t
ቀረቀ፟በ	ቀርቅቧል	ይቀረቅ፟ብ	ይቀረቀ፟ባል	ይቀርቅብ	ቀርቅብ	ቀርቅቦ	መቀርቀብ		tie into loads	t
ቈረ፟በ	ቈርቧል	ይቈርብ	ይቈርባል	ይቍረብ	ቍረብ	ቈርቦ	መቍረብ	ቈራቢ	communicate	i
ቈረጠ፟መ	ቈርጥሟል	ይቈረጥም	ይቈረጥማል	ይቈርጥም	ቈርጥም	ቈርጥሞ	መቈርጠም	ቈርጣሚ	chew	t
ቀጠ፟ጠ	ቀጧ፟ል	ይቀጥ፟	ይቀጣ፟ል	ይቅጠጥ	ቅጠጥ	ቀጦ	መቅጠጥ	ቀጣጭ	clip	t
ቦካ፟	ቦክቷል	ይቦካ	ይቦካል	ይቡካ		ቦክቶ	መቡካት	ቦኪ	ferment	i
በዳ፟	በድቷል	ይበዳ	ይበዳል	ይብዳ	ብዳ	በድቶ	መብዳት	በጅ (-ጂ)	copulate (of the male)	t
በጠ፟ሰ	በጥ፟ሷል	ይበጥ፟ስ	ይበጥ፟ሳል	ይበጥ፟ስ	በጥ፟ስ	በጥ፟ሶ	መበጠ፟ስ	በጣ፟ሽ	tear	t
ታለ፟መ	ታልሟል	ይታለ፟ም	ይታ፟ለ፟ማል			ታልሞ	መታ፟ለም		dreamed, be	p
ተለመ፟ጠ	ተለም፟ጧል	ይለ፟መ፟ጥ	ይለ፟መ፟ጣል	ይለ፟መጥ		ተለም፟ጦ	መለ፟መጥ	ተለማ፟ጭ	be stropped	p
ተለበ፟ሰ	ተለ፟ብ፟ሷል	ይለ፟በ፟ስ	ይለ፟በ፟ሳል	ይለ፟በስ		ተለብሶ	መለ፟በስ	ተለባ፟ሽ	be worn	p
ታማ፟	ታምቷል	ይ፟ታማ፟	ይታ፟ማ፟ል	ይታ፟ማ		ታምቶ	መታ፟ማት	ታሚ	be slandered	p
ተሟጨ፟ 2nd ጨ፟ህ	ተሟጭቷል	ይሟ፟ጭ፟	ይሟ፟ጫ፟ል	ይሟ፟ጭ		ተሟጭቶ	መሟ፟ጨት	ተሟጪ	be scoured	p
ተረበረ፟በ	ተረብርቧል	ይረ፟በረ፟ብ	ይረ፟በረ፟ባል	ይረ፟ብረብ		ተረብርቦ	መረ፟ብረብ		be sprinkled	p
ተረከ፟በ	ተረክቧል	ይረ፟ከ፟ብ	ይረ፟ከ፟ባል	ይረ፟ከብ	ተረከብ	ተረክቦ	መረ፟ከብ	ተረካ፟ቢ	take over	t
ተረዳ፟	ተረድቷል	ይረ፟ዳ፟	ይረ፟ዳ፟ል	ይረ፟ዳ		ተረድቶ	መረ፟ዳት	ተረጅ	be persuaded	p
ተረጨ፟ 2nd ጨ፟ህ	ተረጭቷል	ይረ፟ጭ፟	ይረ፟ጫ፟ል	ይረ፟ጭ	ተረጭ	ተረጭቶ	መረ፟ጨት		be sprinkled	p
ተሰለ፟በ	ተሰልቧል	ይሰ፟ለ፟ብ	ይሰ፟ለ፟ባል	ይሰ፟ለብ		ተሰልቦ	መሰ፟ለብ	ተሰላቢ	be castrated	p
ተሳመ	ተስሟል	ይሳ፟ም	ይሳ፟ማል	ይሳ፟ም		ተስሞ	መሳ፟ም		be kissed	p
ተሰጣጡ፟	ተሰጣጥተዋል	ይሰ፟ጣጡ፟	ይሰ፟ጣጣ፟ሉ	ይሰ፟ጣጡ	ተሰጣጡ	ተሰጣጥተው	መሰ፟ጣጠት		give each other	t
ተሻረ	ተሽሯል	ይሻ፟ር	ይሻ፟ራል	ይሻ፟ር		ተሽሮ	መሻ፟ር		be abolished	p
ተቈረቈረ	ተቈርቍሯል	ይቈ፟ረቈ፟ር	ይቈ፟ረቈ፟ራል			ተቈርቍሮ	መቈ፟ርቈር	ተቈርቋሪ	be troubled	p
ተቀረቀ፟በ	ተቀርቅቧል	ይቀ፟ረቀ፟ብ	ይቀ፟ረቀ፟ባል	ይቀ፟ርቀብ		ተቀርቅቦ	መቀ፟ርቀብ		be tied into loads	p
ተቆረጠ፟መ	ተቆርጥሟል	ይቈ፟ረጠ፟ም	ይቈ፟ረጠ፟ማል	ይቈ፟ርጠም		ተቈርጥሞ	መቈ፟ርጠም	ተቈርጣሚ	be chewed	p
ተቀባበ፟ሉ	ተቀባብለዋል	ይቀ፟ባበ፟ሉ	ይቀ፟ባበላሉ	ይቀባበሉ	ተቀባበሉ	ተቀባብለው	መቀ፟ባበል	ተቀባባይ	receive from each other	t
ተቈያዩ፟	ተቈያይተዋል	ይቈ፟ያዩ፟	ይቈ፟ያያ፟ሉ	ይቈያዩ	ተቈያዩ	ተቈያይተው	መቈ፟ያየት		await each other	recip
ተቋጠ፟ረ	ተቋጥሯል	ይቋ፟ጠ፟ር	ይቋ፟ጠ፟ራል	ይቋ፟ጠር		ተቋጥሮ	መቋ፟ጠር	ተቋጣሪ	be knotted	p
ተቀጠ፟ጠ	ተቀጧ፟ል	ይቀ፟ጠ፟ጥ	ይ፟ቀጠ፟ጣል	ይቀ፟ጠጥ		ተቀጦ፟	መቀ፟ጠጥ	ተቀጣጭ	be clipped	p
ተባባሉ	ተባብለዋል	ይባ፟ባሉ	ይባ፟ባላሉ	ይባ፟ባሉ	ተባባሉ	ተባብለው	መባ፟ባል	ተባባይ	say to each other	t
ተበዳ፟ች	ተበድታለ፟ች	ትበ፟ዳ፟	ትበ፟ዳ፟ለ፟ች	ትበ፟ዳ		ተበድታ	መበ፟ዳት		copulate (of the female)	p
ተበጠ፟ሰ	ተበጥ፟ሷል	ይበ፟ጠ፟ስ	ይበ፟ጠ፟ሳል	ይበ፟ጠስ		ተበጥ፟ሶ	መበ፟ጠስ	ተበጣ፟ሽ	be torn	p
ተተካ፟	ተተክ፟ቷል	ይተ፟ካ፟	ይተ፟ካ፟ል	ይተ፟ካ		ተተክ፟ቶ	መተ፟ካት		be substituted	p
ተተፋ፟	ተተፍቷል	ይተ፟ፋ፟	ይተ፟ፋ፟ል	ይተ፟ፋ		ተተፍቶ	መተ፟ፋት		be vomited	p
ተነሰነ፟ሰ	ተነስንሷል	ይነ፟ሰነ፟ስ	ይነ፟ሰነ፟ሳል	ይነ፟ስነስ		ተነስንሶ	መነ፟ስነስ		be sprinkled	p
ተነቀ፟ለ	ተነቅሏል	ይነ፟ቀ፟ል	ይነ፟ቀ፟ላል	ይነ፟ቀል		ተነቅሎ	መነ፟ቀል	ተነቃ፟ይ	be uprooted	p
ተነባ፟	ተነብቷል	ይ፟ነባ፟	ይነ፟ባ፟ል	ይነ፟ባ	ተነባ	ተነብቶ	መነ፟ባት		prophecy	t
ተነባበ፟ረ	ተነባብሯል	ይነ፟ባበር	ይነ፟ባበራል	ይነ፟ባበር	ተነባበሩ	ተነባብሮ	መነ፟ባበር	ተነባባሪ	be piled up, stand close together	i,i
ተነዘ፟ረ	ተነዝሯል	ይነ፟ዘ፟ር	ይነ፟ዘ፟ራል	ይነ፟ዘር		ተነዝሮ	መነ፟ዘር		be spun	p
ተንጠራራ፟	ተንጠራርቷል	ይንጠራራ፟	ይንጠራራ፟ል	ይንጠራራ	ተንጠራራ	ተንጠራርቶ	መንጠራራት		stretch oneself	r 
ተካ፟ 	ተክ፟ቷል	ይተካ፟	ይተካ፟ል	ይተካ፟	ተካ፟	ተክ፟ቶ	መተካ፟ት		substitute	t
ተካሰ	ተክሷል	ይካ፟ስ	ይካ፟ሳል	ይካ፟ስ		ተክሶ	መካ፟ስ	ተካሽ	be paid (as fine)	p
ተኳተ	ተኩቷል	ይኳ፟ት	ይኳ፟ታል	ይኳ፟ት		ተኩቶ	መኳ፟ት		be dug	p
ተከፈከፈ	ተከፍክፏል	ይከ፟ፈከፍ	ይከ፟ፈከፋል	ይከ፟ፍከፍ		ተከፍክፎ	መከ፟ፍከፍ	ተከፍካፊ	be sprinkled	p
ተወቃ፟	ተወቅቷል	ይወ፟ቃ፟	ይወ፟ቃ፟ል	ይወ፟ቃ		ተወቅቶ	መወ፟ቃት	ተወቂ	be threshed	p
ተዘረጋ፟	ተዘርግቷል	ይዘ፟ረ፟ጋ	ይዘ፟ረጋ፟ል	ይዘ፟ርጋ		ተዘርግቶ	መዘ፟ርጋት	ተዘርጊ	be stretched	p
ተያዩ፟	ተያይተዋል	ይተ፟ያዩ፟	ይተ፟ያያ፟ሉ	ይተ፟ያዩ	ተያዩ	ተያይተው	መተ፟ያየት		see each other	recip
ተደበ፟ቀ	ተደብ፟ቋል	ይደ፟በ፟ቅ	ይደ፟በ፟ቃል	ይደ፟በቅ	ተደበቅ	ተደብ፟ቆ	መደ፟በቅ	ተደባ፟ቂ	be hidden	p
ተደበደበ፟	ተደብድቧል	ይደ፟በደብ	ይደ፟በደባል	ይደ፟ብደብ		ተደብድቦ	መደ፟ብ፟ደብ		be massacred	p
ተደገ፟ነ	ተደግ፟ኗል	ይደ፟ገ፟ን	ይደ፟ገ፟ናል	ይደ፟ገን		ተደግ፟ኖ	መደ፟ገን		be aimed	p
ተደፋ፟	ተደፍቷል	ይደ፟ፋ፟	ይደ፟ፋ፟ል	ይደ፟ፋ	ተደፋ	ተደፍቶ	መደ፟ፋት	ተደፊ	be turned down	p
ተደፈ፟ነ	ተደፍኗል	ይደ፟ፈ፟ን	ይደ፟ፈ፟ናል	ይደ፟ፈን		ተደፍኖ	መደ፟ፈን	ተደፋ፟ኝ	be closed up	p
ታጐ፟ለ	ታጉ፟ሏል	ይታ፟ጐ፟ል	ይታ፟ጐ፟ላል	ይታ፟ጐል		ታጉ፟ሎ	መታ፟ጐል		be interrupted	p
ተገለ፟ጠ	ተገልጧል	ይገ፟ለ፟ጥ	ይገ፟ለ፟ጣል	ይገ፟ለጥ		ተገልጦ	መገ፟ለጥ	ተገላ፟ጭ	be disclosed	p
ታገ፟መ	ታግሟል	ይታ፟ገ፟ም	ይታ፟ገ፟ማል	ይታ፟ገም	ታገም	ታግሞ	መታ፟ገም		be cupped	p
ተገረ፟ዘ	ተገር፟ዟል	ይገ፟ረ፟ዝ	ይገ፟ረ፟ዛል	ይገ፟ረዝ		ተገር፟ዞ	መገ፟ረዝ	ተገራ፟ዥ	be circumcised	p
ተጐረጐ፟ረ	ተጐርጉሯል	ይጐ፟ረጐ፟ር	ይጐ፟ረጐ፟ራል	ይጐ፟ርጐር		ተጐርጉሮ	መጐ፟ርጐር	ተጐርጓሪ	be inspected	p
ተጓሰ፟መ	ተጓስሟል	ይጓሰ፟ም	ይጓ፟ሰ፟ማል	ይጓ፟ሰም	ተጓስም	ተጓስሞ	መጓ፟ሰም	ተጓሳሚ	stretch oneself	r
ተጐተ፟ተ	ተጐትቷል	ይጐ፟ተ፟ት	ይጐ፟ተ፟ታል	ይጐ፟ተት	ተጐተት	ተጐትቶ	መጐ፟ተት	ተጎታ፟ች	be dragged	p
ታገ፟ዘ	ታግ፟ዟል	ይታ፟ገ፟ዝ	ይታ፟ገ፟ዛል	ይታ፟ገዝ		ታግዞ	መታ፟ገዝ	ታጋዥ	be helped	p
ተገዘ፟ተ	ተገዝ፟ቷል	ይገ፟ዘ፟ት	ይገ፟ዘታ፟ል	ይገ፟ዘት	ተገዘት	ተገዝ፟ቶ	መገ፟ዘት	ተገዛ፟ች	be excommunicated	p
ተገደ፟ፈ	ተገድፏል	ይገ፟ደ፟ፍ	ይገ፟ደ፟ፋል	ይገ፟ደፍ		ተገድፎ	መገ፟ደፍ		end (of a fast), be inaccurate	i
ተጠለ፟ፈ	ተጠልፏል	ይጠ፟ለ፟ፍ	ይጠ፟ለ፟ፋል	ይጠ፟ለፍ		ተጠልፎ	መጠ፟ለፍ		be embroidered	p
ተጠባ፟	ተጠብቷል	ይ፟ጠባ፟	ይጠባል	ይጠ፟ባ		ተጠብቶ	መጠ፟ባት		be sucked	p
ተጨነ፟ቀ	ተጨንቋል	ይጨ፟ነ፟ቅ	ይጨ፟ነ፟ቃል			ተጨንቆ	መጨ፟ነቅ		be distressed	i
ተጯጯኹ	ተጯጩኸዋል	ይጯ፟ጯኹ	ይጯ፟ጯኻሉ	ይጯ፟ጯኹ	ተጯጯኹ	ተጯጩኸው	መጯ፟ጯኽ	ተጯጯኺ	cry to each other	recip
ተፋ፟	ተፍቷል	ይተፋ	ይተፋል	ይትፋ	ትፋ	ተፍቶ	መትፋት	ተፊ	vomit	t
ተፈለፈ፟ለ	ተፈልፍሏል	ይፈ፟ለፈ፟ል	ይፈ፟ለፈ፟ላል	ይፈ፟ልፈል		ተፈልፍሎ	መፈ፟ልፈል	ተፈልፋይ	be scooped	p
ተፈራረ፟ቀ	ተፈራርቋል	ይፈ፟ራረ፟ቅ	ይፈ፟ራረ፟ቃል	ይፈ፟ራረቅ		ተፈራርቆ	መፈ፟ራረቅ	ተፈራራቂ	alternate	i
ተፈቃቀ፟ሩ	ተፈቃቅረዋል	ይፈ፟ቃቀ፟ሩ	ይፈ፟ቃቀ፟ራሉ	ይፈ፟ቃቀሩ	ተፈቃቀሩ	ተፈቃቅረው	መፈ፟ቃቀር	ተፈቃቃሮች	love each other	recip
ተፈተ፟ለ	ተፈትሏል	ይፈ፟ተ፟ል	ይፈ፟ተ፟ላል	ይፈ፟ተል		ተፈትሎ	መፈ፟ተል	ተፈታይ	be woven	p
ነሰነ፟ሰ	ነስንሷል	ይነሰን፟ስ	ይነሰንሳ፟ል	ይነስንስ	ነስንስ	ነስንሶ	መነስነስ	ነስናሽ	sprinkle	t
ነዘነ፟ዘ	ነዝንዟል	ይነዘን፟ዝ	ይነዘን፟ዛል	ይነዝንዝ	ነዝንዝ	ነዝንዞ	መነዝነዝ	ነዝናዥ	pester	t
አለ፟መ	አልሟል	ያልም	ያልማል			አልሞ	ማለም	አላሚ	dream	t
አረ፟ከ፟በ	አረ፟ክ፟ቧል	ያረ፟ክ፟ብ	ያረ፟ክ፟ባል	ያረ፟ክ፟ብ	አረ፟ክ፟ብ	አረ፟ክ፟ቦ	ማረ፟ከ፟ብ	አረ፟ካ፟ቢ	hand over	t
አረገ፟በ	አርግቧል	ያረግብ	ያረግባል	ያርግብ	አርግብ	አርግቦ	ማርገብ	አርጋቢ	loosen	t
አረ፟ገ፟በ	አረ፟ግ፟ቧል	ያረ፟ግ፟ብ	ያረ፟ግ፟ባል	ያረ፟ግ፟ብ	አረ፟ግ፟ብ	አረ፟ግ፟ቦ	ማረ፟ገ፟ብ	አረ፟ጋ፟ቢ	loosen	t
አረገ፟ዘች	አርግዛለ፟ች	ታረግዝ	ታረግዛለ፟ች	ታርግዝ	አርግዥ	አርግዛ	ማርገዝ	አርጋዥ	be pregnant	i
አስለቀ፟ቀ	አስለቅ፟ቋል	ያስለቅ፟ቅ	ያስለቅ፟ቃል	ያስለቅ፟ቅ	አስለቅ፟ቅ	አስለቅ፟ቆ	ማስለቀ፟ቅ	አስለቃ፟ቂ	cause to give up	t
አስረከ፟በ	አስረክ፟ቧል	ያስረክ፟ብ	ያስረክ፟ባል	ያስረክ፟ብ	አስረክ፟ብ	አስረክ፟ቦ	ማስረከ፟ብ	አስረካ፟ቢ	hand over	t
አስረ፟ዳ	አስረድ፟ቷል	ያስረ፟ዳ	ያስረዳ፟ል	ያስረዳ፟	አስረዳ፟	አስረድ፟ቶ	ማስረዳ፟ት	አስረጅ፟(፟ጂ)	persuade	t
