#Amharic Name	Latin Transcription	Alternative Amharic Spelling
እጓለ	Egʷlä	
እጓለ ማውታ	EgʷläMawta	
እጢ	Eṭi	
እጣ	Eṭa	
እጣቢ	Eṭṭabi	
እጣን	Eṭan	
እጥረት	Eṭrät	
እጥፍ	Eṭef	
እጨጌ	Eč̣äggé	
እጭ	Eč̣	
እጮኛ	Eč̣oñña	
እጸ	Eṣä-	
እጹብ	Eṣub	
እጽ	Eṣ	
እፉኝት	Effuññet	
እፍታ	Effeta	
እፍኝ	Effeññ	
እፍያ	Effeya	
ኦሉማ	Oluma	
ኦላማ	Oluma	
ኦላና	Olana	
ኦመር	Omär	
ኦሜድላ	Omédla	
ኦምሀጀር	Omehäjär	
ኦሞናዳ	Omonada	
ኦሪታዊ	Oritawi	
ኦሪት	Orit	
ኦርማ	Orma	
ኦስማን	Osman	
ኦዳ	Oda	
ከሀሊ	Kähäli	
ከሃሊ	Kähali	
ከሃዲ	Kähadi	
ከለለው	Källäläw	
ከለሜዳ	Käläméda	
ከለቻ	Källäčča	
ከለው	Käläw	
ከሊል	Kälil	
ከሊፋ	Kälifa	
ከላሽ	Källaš	
ከል	Käll	
ከልሌ	Källelé	
ከልታማ	Kältamma	
ከልካይ	Kälkay	
ከልክለው	Kälkeläw	
ከልክሌ	Kälkelé	
ከሙን	Kämun	
ከማል	Kämal	
ከምሱር	Kämsur	
ከምሲ	Kämsi	
ከምሴ	Kämesé	
ከረን	Kärän	
ከረዩ	Kärräyyu	
ከረጢት	Käräṭit	
ከርሲማ	Kärsima	
ከርሴ	Kärsé	
ከርስ	Kärs	
ከርቢ	Kärbé	
ከርቤ	Kärbé	
ከርታታ	Kärtatta	
ከርቸሌ	Kärčällé	
ከርከሮ	Kärkärro	
ከርዳዳ	Kärdadda	
ከሰል	Käsäl	
ከሰም	Käsäm	
ከሰተ	Käsätä	
ከሳሽ	Käsaš	
ከሳቴ	Käsaté	
ከሳቴ ከርስ	KäsatéKärs	
ከሺሸያ	Käšišeya	
ከበረ	Käbbärä	
ከበርቴ	Käbbärté	
ከበበ	Käbbäbä	
ከበበው	Käbbäbäw	
ከበቡሽ	Käbbäbuš	
ከበባ	Käbäba	
ከበደ	Käbbädä	
ከበደች	Käbbädäčč	
ከበዱ	Käbbädu	
ከባድ	Käbbad	
ከብት	Käbt	
ከተማ	Kätäma	
ከተራ	Kätära	
ከነአን	Känä'än	
ከንቲባ	Käntiba	
ከውካዋ	Käwkawwa	
ከዘራ	Käzära	
ከዚራ	Käzira	
ከይሲ	Käysi	
ከዳተኛ	Käddatäñña	
ከድር	Käder	
ከድጃ	Kädejja	
ከፈለኝ	Käffäläññ	
ከፈለው	Käffäläw	
ከፈን	Käfän	
ከፈይ	Käfay	
ከፊል	Käfil	
ከፋ	Käfa	
ከፋት	Kefat	
ከፋይ	Käfay	
ከፍ አለ	Käff-Älä	
ከፍ ያለው	Käff-Yaläw	
ከፍተኛ	Käffetäñña	
ከፍታ	Käffeta	
ኩሀ	Kwihä	
ኩለኔ	Kuläné	
ኩሉኮንታ	KuloKonta	
ኩሊ	Kuli	
ኩላሊት	Kulalit	
ኩልኩልት	Kulkult	
ኩልፎ	Kulfo	
ኩሎ ኮንታ	KulloKonta	
ኩመልቻ	Kumälča	
ኩሜላ	Kuméla	
ኩምሳ	Kumsa	
ኩምቢ	Kumbi	
ኩረት	Kurät	
ኩሪ	Kuri	
ኩሪባቸው	Kuribbaččäw	
ኩራባቸው	Kurabbaččäw	
ኩራተኛ	Kuratäñña	
ኩራት	Kurat	
ኩራዝ	Kurraz	
ኩሬ	Kuré	
ኩርማን	Kurman	
ኩርሲ	Kursi	
ኩርቢት	Kurbit	
ኩርባ	Kurba	
ኩርባን	Kurban	
ኩርቱ	Kurtu	
ኩርንችት	Kurenčet	
ኩርኩም	Kurkum	
ኩርፊያ	Kurfiya	
ኩርፋድ	Kurfad	
ኩርፍተኛ	Kurreftäñña	
ኩርፍታ	Kurrefta	
ኩስ	Kus	
ኩስማል	Kusmal	
ኩስታሪ	Kusettari	
ኩስኩስት	Kuskust	
ኩበት	Kubät	
ኩባንያ	Kubbaneyya	
ኩባያ	Kubbayya	
ኩብኩባ	Kubkubba	
ኩታ	Kuta	
ኩታራ	Kutara	
ኩናማ	Kunama	
ኩክ	Kuk	
ኩዊህ	Kwiha	
ኩዩ	Kuyyu	
ኩይሳ	Kuyyesa	
ኩፋሌ	Kufalé	
ኩፍታ	Kuffeta	
ኩፍኝ	Kuffeññ	
ኪሄሾን	Kihéšon	
ኪሩቤል	Kirubél	
ኪሮስ	Kiros	
ኪሳራ	Kisara	
ኪቦር	Kibor	
ኪታ	Kitta	
ኪነ	Kinä-	
ኪነት	Kinät	
ኪያ	Kiyya	
ኪዳነ	Kidanä-	
ኪዳኑ	Kidanu	
ኪዳኔ	Kidané	
ኪዳን	Kidan	
ካህሱ	Kahesu	
ካህሳይ	Kahesay	
ካህናት	Kahenat	
ካህን	Kahen	
ካሊድ	Kalid	
ካሌብ	Kaléb	
ካሚል	Kamil	
ካራ	Karra	
ካራ ሚሌ	Karamillé	
ካራ ማራ	KarraMarra	
ካራ ቆሪ	KarraQori	
ካራሚሌ	Karamillé	
ካር ቆሬ	KarraQori	
ካሰች	Kasäčč	
ካሰኝ	Kasäññ	
ካሱ	Kasu	
ካሳ	Kasa	
ካሳ ሁን	KasaHun	
ካሳዬ	Kasayé	
ካሴ	Kasé	
ካስማ	Kasma	
ካሺሽያ	Kašišeya	
ካባ	Kabba	
ካብትህ	Kabteh	
ካቦ	Kabbo	
ካቲካላ	Katikala	
ካቴና	Katéna	
ካቻ	Kačča	
ካናቴራ	Kanatéra	
ካእብ	Ka'eb	
ካኪሳ	Kakkisa	
ካካ	Kakka	
ካውያ	Kaweyya	
ካዝና	Kazna	
ካፊያ	Kaffiya	
ካፖርት	Kapport	
ኬላ	Kélla	
ኬርሻዋ	Kéršawa	
ኬርጋ	Kirga	
ኬሻ	Kéša	
ኬትሮንስ	Kétrons	
ኬኔ	Kénné	
ኬንዳ	Kénda	
ኬኛ	Kéñña	
ኬክሮስ	Kékros	
ክህነት	Kehnät	
ክህደት	Kehdät	
ክልል	Kellel	
ክልስ	Kelles	
ክምር	Kemmer	
ክምችት	Kemeččet	
ክረምት	Kerämt	
ክራር	Kerar	
ክር	Kerr	
ክርስቲያን	Kerestiyan	
ክርስትና	Kerestenna	
ክርስትያናዊ	Kerestiyanawi	
ክርስቶስ	Kerestos	
ክርታስ	Kertas	
ክርክር	Kerekker	
ክርፋት	Kerfat	
ክስረት	Kesrät	
ክስተት	Kestät	
ክስዲያም	Kesseddiyam	
ክበር	Kebr	
ክበበ	Kebäbä	
ክበበው	Kebäbäw	
ክበብ	Kebäb	
ክበድ	Kebäd	
ክባባው	Kebäbäw	
ክቤ	Kebbé	
ክብረ	Kebrä	
ክብረታዬ	Kebrätayé	
ክብረት	Kebrät	
ክብሩ	Kebru	
ክብሪት	Kebrit	
ክብራ	Kebra	
ክብራን	Kebran	
ክብርና	Kebrenna	
ክብርዬ	Kebreyyé	
ክብሮም	Kebrom	
ክብሯ	Kebrʷ	
ክተት	Ketät	
ክትባት	Kettebat	
ክትክታ	Ketketta	
ክትፎ	Ketfo	
ክነፈርግብ	Kenäfä-Regb	
ክንታሮት	Kentarot	
ክንድ	Kend	
ክንፈ	Kenfä	
ክንፉ	Kenfu	
ክንፌ	Kenfé	
ክንፍ	Kenf	
ክክ	Kekk	
ክፈለኝ	Käffäläññ	
ክፈለው	Käffäläw	
ክፈተው	Kefätäw	
ክፈፍ	Kefäf	
ክፍለ	Keflä	
ክፍሉ	Keflu	
ክፍላተ	Keflatä-	
ክፍላይ	Keflay	
ክፍሌ	Keflé	
ክፍል	Kefel	
ክፍልፋይ	Kefelfay	
ክፍሎም	Keflom	
ክፍት	Keft	
ክፍያ	Kefeyya	
ኮሌታ	Kollétta	
ኮልፌ	Kolfé	
ኮመኮም	Komäkom	
ኮመዲኖ	Komädino	
ኮምቦልቻ	Kombolča	
ኮረም	Koräm	
ኮረሪማ	Korärima	
ኮረብታ	Koräbta	
ኮረብታማ	Koräbtamma	
ኮረብቴት	Koräbtit	
ኮረንቲ	Korränti	
ኮረኮንች	Koräkonč	
ኮረዳ	Korädda	
ኮራ	Korra	
ኮራን	Korran	
ኮራይ	Koray	
ኮሬ	Koré	
ኮሬብ	Koréb	
ኮርማ	Korma	
ኮርሜ	Kormé	
ኮርቻ	Korečča	
ኮስታራ	Kostarra	
ኮስትር	Koster	
ኮሶ	Koso	
ኮሸሽላ	Košäšella	
ኮሽም	Košem	
ኮባ	Koba	
ኮቲ	Kotti	
ኮቴ	Kotté	
ኮትቻ	Kotečča	
ኮንሶ	Konso	
ኮከበ ጽባህ	Kokkäbä-Ṣebah	
ኮከቤ	Kokkäbé	
ኮከብ	Kokkäb	
ኮክ	Kok	
ኮዳ	Kodda	
ኮፈሌ	Kofälé	
ኮፈጆ	Koräjo	
ኮፍያ	Kofeyya	
ኳኳቴ	Kʷkʷté	
ወህኒ	Wähni	
ወለለት	Wälälät	
ወለላ	Wäläla	
ወለል	Wäläl	
ወለምታ	Wälämta	
ወለባ	Wäläba	
ወለተ	Wälättä-	
ወለቱ	Wälättu	
ወለንጪቲ	Wälänč̣itti	
ወለንጭቲ	Wälänč̣itti	
ወለወልዳ	Wäläwälda	
ወለድ አገድ	WällädÄggäd	
ወለጋ	Wällägga	
ወለጌ	Wällägé	
ወላሞ	Wälamo	
ወላስማ	Wälasma	
ወላንሳ	Wälansa	
ወላዋይ	Wälaway	
ወላዲት	Wäladit	
ወላጅ	Wälaj	
ወላፈን	Wälafän	
ወሌ	Wälé	
ወልሻሻ	Wälšašša	
ወልቂጤ	Wälqiṭṭé	
ወልቃይት	Wälqayet	
ወልቆ	Wälqo	
ወልወል	Wälwäl	
ወልደ	Wäldä-	
ወልደ የሱስ	Wäldä-Yyäsus	
ወልደ የስ	Wäldä-Yyäs	
ወልደየስ	Wäldä-Yyäs	
ወልደያ	Wäldeya	
ወልዱ	Wäldu	
ወልዳይ	Wälday	
ወልዴ	Wäldé	
ወልድ	Wäld	
ወልድያ	Wäldeya	
ወሎ	Wällo	
ወሎዬ	Wälloyyé	
ወመዘክር	Wä-Mäzäkker	
ወምበር	Wämbär	
ወረ ሂመኖ	Wärä-Himäno	
ወረ ባቦ	Wärrä-Babbo	
ወረ ነሻ	Wärrä-Näš	
ወረ ንጥሻ	Wärrä-Nṭešša	
ወረ ኢሉ	Wärrä-Ilu	
ወረ ገኑ	Wärrä-Gänu	
ወረሀ	Wärähä	
ወረርሺኝ	Wärräršeñ	
ወረርሽኝ	Wärräršeñ	
ወረቀት	Wäräqät	
ወረተኛ	Wärätäñña	
ወረታ	Wärräta	
ወረት	Wärät	
ወረንጦ	Wäränṭo	
ወረዳ	Wäräda	
ወረጋ	Wäräga	
ወረፋ	Wäräfa	
ወራሪ	Wärari	
ወራሽ	Wäraš	
ወራቂ	Wärraqi	
ወራት	Wärat	
ወራጅ	Wäraj	
ወሬሳ	Wärrésa	
ወሬኛ	Wäréñña	
ወሬዛ	Wäréza	
ወር	Wär	
ወር ነሽ	Wärrä-Näša	
ወርሃዊ	Wärhawi	
ወርቀ ዘቦ	Wärqä-Zäbo	
ወርቁ	Wärqu	
ወርቂቱ	Wärqitu	
ወርቂት	Wärqit	
ወርቃማ	Wärqamma	
ወርቄ	Wärqé	
ወርቅ	Wärq	
ወርቅ ነህ	WärqNäh	
ወርቅ ነሽ	WärqNäš	
ወርቅቾ	Wärqeččo	
ወርች	Wärč	
ወርድ	Wärd	
ወርዶፋ	Wärdofa	
ወርጅ	Wärj	
ወርጅብኝ	Werjebbeññ	
ወሮ በላ	Wärro-Bälla	
ወሮታ	Wärrota	
ወሰኑ	Wäsänu	
ወሰኔ	Wäsäné	
ወሰን	Wäsän	
ወሰካ	Wäsäka	
ወሳኝ	Wässaññ	
ወሳፍቻ	Wässafečča	
ወስላታ	Wäslatta	
ወስከምባይ	Wäskämbay	
ወስፈንጠር	Wasfäntär	
ወስፈንጥር	Wäsfänṭär	
ወስፋት	Wäsfat	
ወስፌ	Wäsfé	
ወሸላ	Wäšäla	
ወሽመጥ	Wäšmäṭ	
ወቀሳ	Wäqäsa	
ወቄት	Wäqét	
ወቅታዊ	Wäqtawi	
ወቅት	Wäqt	
ወባ	Wäba	
ወቦ	Wäbbo	
ወተት	Wätät	
ወታደራዊ	Wättaddärawi	
ወታደር	Wättaddär	
ወትሮ	Wätro	
ወና	Wäna	
ወናሄ	Wänahé	
ወናጉ	Wänago	
ወናግ	Wänag	
ወናጐ	Wänago	ወናጎ
ወናፍ	Wänaf	
ወንበር	Wänbär	
ወንበዴ	Wänbädé	
ወንዝ	Wänz	
ወንደ ላጤ	Wändä-Latté	
ወንዳ ወንድ	Wända-Wänd	
ወንዳ ገረድ	Wända-Gäräd	
ወንዴ	Wändé	
ወንድ	Wänd	
ወንድ አፍራሽ	WändÄfraš	
ወንድ ይራድ	WändYerad	
ወንድ ይፍራው	WändYefraw	
ወንድሙ	Wändemmu	
ወንድማማች	Wändemmamač	
ወንድማማቾች	Wändemmamačočč	
ወንድም	Wändemm	
ወንድም ነህ	WändemmNäh	
ወንድም አገኘሁ	Wändemm-Ägännähu	
ወንድም አገኝ	Wändemm-Ägäññ	
ወንድምዬ	Wändemmeyyé	
ወንዶ	Wändo	
ወንጀለኛ	Wänjäläñña	
ወንጀል	Wänjäl	
ወንጂ	Wänji	
ወንጅለኛ	Wänjäläñña	
ወንጋያ	Wängaya	
ወንጌላዊ	Wngélawi	
ወንጌላዊት	Wängélawit	
ወንጌል	Wängél	
ወንጠፍት	Wänṭäft	
ወንጭፍ	Wänč̣ef	
ወንፈል	Wänfäl	
ወንፊት	Wänfit	
ወኪል	Wäkkil	
ወዘተርፈ	Wäzätärfä	
ወዘና	Wäzäna	
ወዝ	Wäz	
ወዝ አደር	WäzÄddär	
ወዝ አደሮች	WäzÄddäročč	
ወያ	Wäyya	
ወያኔ	Wäyyané	
ወይነ ጠጅ	Wäynä-Ṭäjj	
ወይኒቱ	Wäynitu	
ወይና ደጋ	Wäyna-Däga	
ወይኔ	Wäyné	
ወይን	Wäyn	
ወይዘሪት	Wäyzärit	
ወይዘሮ	Wäyzäro	
ወይጦ	Wäyṭo	
ወይፈን	Wäyfän	
ወደ ኋላ	Wädä-Hʷla	
ወደ ፊት	Wädä-Fit	
ወደላ	Wädälla	
ወደል	Wädäl	
ወደሬ	Wädäré	
ወደር የለሽ	WädärYälläš	
ወደብ	Wädäb	
ወዳድ	Wäddad	
ወዳጄ	Wädajé	
ወዳጅ	Wädaj	
ወዳጆ	Wädajo	
ወድ ይፍራው	WändYefraw	
ወድም አገኛሁ	Wändemm-Ägännähu	
ወድቅት	Weddeqt	
ወገል	Wägäl	
ወገራ	Wägära	
ወገርት	Wäggärt	
ወገብ	Wägäb	
ወገብጌ	Wägäb-gé	
ወገኔ	Wägäné	
ወገን	Wägän	
ወገኛ	Wägäñña	
ወገዲ	Wägeddi	
ወጋገራ	Wägagra	
ወጋግራ	Wägagra	
ወጌላዊ	Wängélawi	
ወጌሻ	Wägéšša	
ወግ	Wäg	
ወግ አራቂ	WägÄrraqi	
ወግ አየሁ	WägÄyyähu	
ወግ አጥባቂ	WägÄṭbaqi	
ወግ ደረሰኝ	WägDärräsäññ	
ወግ ደረስ	WägDärräs	
ወግ ዳር	WägDar	
ወግሊያ	Wägliya	
ወግደረስ	WägDärräs	
ወግዴ	Wägeddi	
ወጠጤ	Wäṭäṭé	
ወጣት	Wäṭṭat	
ወጣቶች	Wäṭṭatočč	
ወጥ	Wäṭ	
ወጥመድ	Wäṭmäd	
ወጨፎ	Wäč̣äfo	
ወጭት	Wäč̣et	
ወፈፌ	Wäfäffé	
ወፈፍተኛ	Wäfäftäñña	
ወፍ	Wäf	
ወፍ አንቁር	WäfÄnqur	
ወፍላ	Wäfla	
ወፍራም	Wäfram	
ወፍጮ	Wäfč̣o	
ዋህድ	Wahed	
ዋለልኝ	Walälleññ	
ዋሉ	Walu	
ዋልታ	Walta	
ዋልያ	Waleya	
ዋልድባ	Waldebba	
ዋልጋ	Walga	
ዋልጌ	Walgé	
ዋሚ	Wami	
ዋምራ	Wamra	
ዋርሳ	Warsa	
ዋርካ	Warka	
ዋርዳ	Warda	
ዋርዴ	Wardé	
ዋሱ	Wasu	
ዋሴ	Wasé	
ዋስ	Was	
ዋስ ይሁን	WasYehun	
ዋስትና	Wastenna	
ዋሻ	Wašša	
ዋሽንት	Wašent	
ዋቃ	Waqa	
ዋቄ	Waqé	
ዋቅ ጂራ	WaqJera	
ዋቅ ጅራ	WaqJera	
ዋቅቶላ	Waqtola	
ዋቆ	Waqo	
ዋቢ ሸበሌ	WabiŠäbälé	
ዋቢላ	Wabélla	
ዋቤላ	Wabélla	
ዋቶ አደር	Watto-Äddär	
ዋና	Wana	
ዋኔ	Wané	
ዋንዛ	Wanza	
ዋንጫ	Wanč̣a	
ዋኬኔ	Wakéané	
ዋዜማ	Wazéma	
ዋዠራ	Waz̃ära	
ዋይታ	Wayeta	
ዋድላ	Wadla	
ዋድያት	Wadyat	
ዋጃ	Wajja	
ዋጅራት	Wajerat	
ዋገምት	Wagämt	
ዋጋው	Wagaw	
ዋጋዬ	Wagayé	
ዋግ	Wag	
ዋግ ሹም	WagŠum	
ውሂብ	Wehib	
ውሃ	Weha	
ውሃ ገብ	WehaGäbb	
ውህደት	Wehdät	
ውለታ	Weläta	
ውላጅ	Wellaj	
ውል	Wel	
ውልብልቢት	Weleblebit	
ውራጅ	Werraj	
ውርማ	Werma	
ውርርድ	Wererred	
ውርስ	Wers	
ውርንጫ	Werenč̣a	
ውርንጭላ	Werenč̣ella	
ውርዴ	Werdé	
ውርጅብኝ	Werjebbeññ	
ውርጋጥ	Wergaṭ	
ውርጌሳ	Weergéssa	
ውሳኔ	Wessané	
ውሳጣዊ	Wesṭawi	
ውስብስብ	Wesebsab	
ውስጣዊ	Wesṭawi	
ውስጥ	Wesṭ	
ውሻ	Wešša	
ውሻል	Wešal	
ውሽማ	Wešemma	
ውሽንፍር	Wešenfer	
ውቂያ	Weqqiya	
ውቃቢ	Weqabi	
ውቃው	Weqaw	
ውቅራት	Weqqerat	
ውቅሮ	Weqro	
ውቅያኖስ	Weqeyanos	
ውበቴ	Webäté	
ውበት	Webät	
ውቢቱ	Webitu	
ውቢት	Webit	
ውቤ	Webé	
ውብ	Web	
ውብ ሻው	WebŠaw	
ውብ ታዬ	WebTayyé	
ውብ ነህ	WebNäh	
ውብ ነሽ	WebNäš	
ውብ አለ	WebÄlä	
ውብ አለ ሰው	WebÄläSäw	
ውብ እሽት	Web Ešät	
ውብታዬ	WebTayyé	
ውትድርና	Wettedderenna	
ውንደ ላጤ	Wändä-Laṭṭé	
ውዝፍ	Wezzef	
ውዠንብር	Wez̃enber	
ውይይት	Weyeyyet	
ውዲቱ	Wedditu	
ውዳሴ	Weddasé	
ውዳቂ	Weddaqi	
ውዴ	Weddé	
ውዴታ	Weddéta	
ውድ	Wedd	
ውድ ነህ	WeddNäh	
ውድ ነሽ	WeddNäš	
ውድማ	Wedemma	
ውድቀት	Wedqät	
ውድቅት	Weddeqt	
ውድድር	Wededder	
ውገያ	Weggiya	
ውጉዘ	Weguz	
ውጉዝ	Weguz	
ውጊያ	Weggiya	
ውጋት	Wegat	
ውጋጋን	Wegagan	
ውጣ ውረድ	Weṭa-Weräd	
ውጤት	Weṭṭét	
ውጥረት	Weṭrät	
ውጥንቅጥ	Weṭenqeṭ	
ውጫሌ	Weč̣alé	
ውጭ	Weč̣č̣	
ዎለንኮሚ	Wolänkomi	
ዎሮታ	Worrota	
ዎታንጐ	Wotango	
ዘሃራ	Zähara	
ዘለለ	Zällälä	
ዘለለው	Zälläläw	
ዘለላ	Zäläla	
ዘለሰኛ	Zäläsäñña	
ዘለስ	Zäläs	
ዘለስኛ	Zäläsäñña	
ዘለቀ	Zälläqä	
ዘለቃ	Zäläqa	
ዘለቃሽ	Zäläqaš	
ዘለቄታ	Zäläqéta	
ዘለበት	Zäläbät	
ዘለኣለማዊ	Zälä'alämawi	
ዘለኣለም	Zälä'aläm	
ዘለፋ	Zäläfa	
ዘላቂ	Zälaqi	
ዘላን	Zällan	
ዘሌዋውያን	Zä-Léwawayan	
ዘመሚት	Zämämit	
ዘመነ	Zämmänä	
ዘመናዊ	Zämänawi	
ዘመን	Zämän	
ዘመንፈስ	Zä-Mänfäs	
ዘመዱ	Zämädu	
ዘመድ	Zämäd	
ዘመድ ሁን	ZämädHun	
ዘመድ ኩን	ZämädKun	
ዘሙ	Zämu	
ዘሙይ	Zämuyy	
ዘሚካኤል	Zä-Mika'él	
ዘማ	Zämma	
ዘማኑኤል	Zä-Ämanu'él	
ዘማዊ	Zämmawi	
ዘሜ	Zämmé	
ዘምባባ	Zämbaba	
ዘምዘም	Zämzäm	
ዘረኛ	Zäräñña	
ዘረኛነት	Zäräññannät	
ዘረፉ	Zärräfu	
ዘሩ	Zäru	
ዘሩባቤል	Zärubabél	
ዘሩፋኤል	Zä-Rufa'él	
ዘሪሁን	Zärihun	
ዘራፌ	Zärrafé	
ዘር	Zär	
ዘር ትሁን	ZärTehun	
ዘር አብሩክ	Zär'ä-Beruk	
ዘር ይሁን	ZärYehun	
ዘርአ ብርክ	Zär'ä-Beruk	
ዘርአ የእቆብ	Zär'ä-Ya'eqob	
ዘርአ ያእቆብ	Zär'ä-Ya'eqob	
ዘርአይ	Zär'äy	
ዘርኡ	Zär'u	
ዘርኣም	Zär'om	
ዘርእ ሰናይ	Zär'ä-Sännay	
ዘርኦም	Zär'om	
ዘርጊ	Zärgi	
ዘርጋው	Zärgaw	
ዘርፈሸዋል	Zärfäšäwal	
ዘርፉ	Zärfu	
ዘርፌ	Zärfé	
ዘርፍ	Zärf	
ዘርፍ ነሽ	ZärfNäš	
ዘቃቅቤ	Zäqaqebé	
ዘበርጋ	Zäbärga	
ዘበት	Zäbät	
ዘበናይ	Zäbänay	
ዘበኛ	Zäbäñña	
ዘቢባ	Zäbib	
ዘቢብ	Zäbib	
ዘብ	Zäb	
ዘብ ይደሩ	ZäbYedäru	
ዘብዴዎስ	Zäbdéwos	
ዘብጥ	Zäbṭ	
ዘብጥያ	Zäbṭeyya	
ዘነበ	Zännäbä	
ዘነበች	Zännäbäčč	
ዘነብ	Zännäb	
ዘንቢል	Zänbil	
ዘንባባ	Zänbaba	
ዘንካታ	Zänkatta	
ዘንዘራ	Zänzära	
ዘንድሮ	Zändero	
ዘንጋዳ	Zängada	
ዘንግ	Zäng	
ዘአማኒኤል	Zä-Ämanu'él	
ዘኪሮስ	Zä-Kiros	
ዘካርያስ	Zäkkareyas	
ዘኬ	Zäkké	
ዘኬዎስ	Zäkkéwos	
ዘወልዴ	Zä-Wäldé	
ዘወርዋራ	Zäwärwarra	
ዘወንጌል	Zä-Wängél	
ዘዋሪ	Zäwari	
ዘውደኛ	Zäwdäñña	
ዘውዱ	Zäwdu	
ዘውዲ	Zäwdi	
ዘውዲቱ	Zäwditu	
ዘውዳዊ	Zäwdawi	
ዘውዴ	Zäwdé	
ዘውድ	Zäwd	
ዘውድ ነህ	ZäwdNäh	
ዘውድ ነሽ	ZäwdNäš	
ዘውገ	Zäwgä	
ዘየደች	Zäyyädäčč	
ዘዬ	Zäyé	
ዘይላ	Zäyla	
ዘይቤ	Zäybé	
ዘይቱን	Zäyetun	
ዘይት	Zäyet	
ዘይኑ	Zäynu	
ዘይን	Zäyn	
ዘይዳን	Zäydan	
ዘዴኛ	Zädéñña	
ዘድንግል	Zä-Dengel	
ዘገብርኤል	Zä-Gäbre'él	
ዘገየሁ	Zägäyyéhu	
ዘገዩ	Zägäyyu	
ዘገዬ	Zägäyyé	
ዘገዬሁ	Zägäyyéhu	
ዘጊዮርጊስ	Zä-Giyorgis	
ዘጠና	Zäṭäna	
ዘጠኘኛ	Zäṭäññäñña	
ዘጠኝ	Zäṭäññ	
ዘጠኝኛ	Zäṭäññäñña	
ዘፈን	Zäfän	
ዘፋኝ	Zäfañ	
ዙረት	Zurät	
ዙሪያሽ	Zuriyaš	
ዙፋን	Zufan	
ዚቅ	Ziq	
ዛህራ	Zaher	
ዛላ	Zala	
ዛሬ	Zaré	
ዛር	Zar	
ዛቢር	Zabir	
ዛቢያ	Zabiya	
ዛብሎን	Zabelon	
ዛብሽ	Zabeš	
ዛቻ	Začča	
ዛኒጋባ	Zanigabba	
ዛንጀሮ	Zanjäro	
ዛኪር	Zakir	
ዛይኑ	Zaynu	
ዛይድ	Zayed	
ዛዲግ	Zadig	
ዛጐል	Zagol	
ዜና	Zéna	
ዜናዊት	Zénawit	
ዜጋ	Zéga	
ዜግነት	Zégennät	
ዝሆኔ	Zehoné	
ዝሆን	Zehon	
ዝልል	Zellel	
ዝልግልግ	Zelegleg	
ዝሙተኛ	Zemmetäñña	
ዝሙት	Zemmut	
ዝሚሩ	Zemiru	
ዝማሜ	Zemamé	
ዝማም	Zemam	
ዝማሬ	Zemmaré	
ዝምብ	Zemb	
ዝምተኛ	Zemmetäñña	
ዝምታ	Zemmeta	
ዝምድና	Zemdenna	
ዝርያ	Zerreyya	
ዝርግ	Zerg	
ዝርግፍ	Zergef	
ዝርፊያ	Zerfiya	
ዝርፍጥ	Zerfeṭ	
ዝቃጭ	Zeqqač̣	
ዝቅ አርጋቸው	Zeqq-Ärgaččäw	
ዝቅ አርጋችው	Zeqq-Ärgaččäw	
ዝቅተኛ	Zeqqetäñña	
ዝቅዝቅ	Zaf	
ዝባዝንኬ	Zebazenké	
ዝባድ	Zebad	
ዝብርቅርቅ	Zebreqreq	
ዝብድይ	Zebdeyy	
ዝተት	Zettät	
ዝና	Zenna	
ዝናህ	Zennah	
ዝናር	Zennar	
ዝናሽ	Zennaš	
ዝናቡ	Zenabu	
ዝናብ	Zenab	
ዝንባሌ	Zenebbalé	
ዝንብ	Zenb	
ዝንብሌ	Zenebbalé	
ዝንጀሮ	Zenjäro	
ዝንጅሮ	Zenjäro	
ዝንጉ	Zengu	
ዝንጉርጉር	Zengurgur	
ዝክሩፋ	Zekrufa	
ዝክር	Zeker	
ዝዋይ	Zeway	
ዝውውር	Zewewwer	
ዝይ	Zeyy	
ዝይን	Zeyyen	
ዝገት	Zegät	
ዝግባ	Zegba	
ዝግታ	Zeggeta	
ዝግን	Zegen	
ዝግጅት	Zegejjet	
ዞማ	Zoma	
ዞብል	Zobel	
ዞጲ	Zop̣p̣i	
ዣን	Z̃an	
ዥግራ	Z̃an	
የሃንሱ	Yähansu	
የህዝብ	Yä-Hezb	
የሎስ	Yälos	
የመስቀል ወፍ	Yä-Mäsqäl-Wäf	
የማር እሸት	Yä-Mar-Ešät	
የማታ	Yä-Mata	
የማታ	Yä-Mata	
የማነ	Yämanä	
የሜዳ አህያ	Yä-Méda-Äheyya	
የምሩ	Yämerru	
የምስራች	Yä-Messeračč	
የምሻው	Yämmešaw	
የምወድሽ	Yämmewäddeš	
የረር	Yärär	
የሮም	Yä-Rom	
የሮም ነሽ	Yä-Rom Näš	
የሮም ንሽ	Yä-RomNäš	
የሱ	Yässu	
የሱሳዊት	Yäsusawit	
የሱስ	Yäsus	
የስጋት	Yä-Segat	
የሸዋ ልኡል	Yä-Šäwa-le'ul	
የሸዋ መብራት	Yä-Šäwa-Mäbrat	
የሹሜ	Yäšumé	
የሹም ነሽ	Yä-ŠumNäš	
የሺ	Yä-Ši	
የሻረግ	Yäšaräg	
የሻሸ ወርቅ	Yäšaš-Wärq	
የሻው	Yä-Šaw	
የሽዋ ልኡል	Yä-Šäwa-Le'ul	
የሽዋ መብራት	Yä-Šwa-Märat	
የበላይ	Yä-Bälay	
